outcome,target,country,rho,stable,chosen,w_T1,w_T2,w_T3,w_T4,ratio_T3_T1,ratio_T3_T2
sat,14,Uruguay,0.10206213221667787,True,T1,0.42873649766780547,0.4741815693559737,0.4247217167736229,0.42873649766780547,0.9906357846462297,0.8956942745591601
sat,15,Brasil,0.10137663840633689,True,T1,0.4248538758112293,0.46988739861198076,0.42076653976872214,0.4248538758112293,0.9903794309638752,0.8954624895488607
sat,16,16,0.09941050778486148,True,T1,0.4295237779153927,0.4750522994789154,0.42550094607732253,0.4295237779153927,0.9906342045658236,0.8956928459120275
sat,21,RepÃºblica Dominicana,0.10557257545000553,True,T1,0.4198636178752499,0.4643681849400734,0.4156650112813569,0.4198636178752499,0.9900000704630224,0.8951194865664588
sat,22,HaitÃ­,0.10328575533697396,True,T1,0.4581895182519022,0.5067565416263822,0.45302197482444523,0.4581895182519022,0.9887218209461178,0.8939637431625816
sat,23,Jamaica,0.09916717303426795,True,T1,0.4303764235135232,0.475995323527545,0.4263311382775773,0.4303764235135232,0.9906005881945836,0.8956624512990752
sat,24,24,0.09828996646721962,True,T1,0.4294054961114693,0.47492148007885093,0.4252417006064135,0.4294054961114693,0.990303348367076,0.895393698629531
sat,25,Trinidad y Tobago,0.10437042945068914,True,T1,0.42269088651056524,0.4674951374756692,0.4184839345354702,0.42269088651056524,0.9900472139112707,0.8951621118353349
sat,26,Belice,0.10059633785531359,True,T1,0.42937652787462066,0.4748894412762644,0.4253756654939434,0.42937652787462066,0.9906821586161656,0.8957362040957305
sat,27,Surinam,0.11482324046013784,True,T1,0.41221482807726223,0.47208016865865987,0.40332561174839554,0.41221482807726223,0.9784354765442824,0.8543583029432916
sat,28,Bahamas,0.1036160581105201,True,T1,0.4216460042948594,0.46633950017506437,0.4176019409233613,0.4216460042948594,0.9904088658962601,0.8954891034677377
sat,40,Estados Unidos,0.10163272051557498,True,T1,0.42812074926911675,0.47350055305900135,0.424086830236225,0.42812074926911675,0.990577613816246,0.8956416787614204
sat,41,CanadÃ¡,0.10211795312422932,True,T1,0.4274072209910827,0.4727113924428688,0.4233932316881412,0.4274072209910827,0.990608513132666,0.8956696167192795
ing4,1,MÃ©xico,0.19764415470735275,True,T1,0.14737458740296233,0.1758031943786887,0.14252443074229212,0.14737458740296233,0.9670895997326285,0.8107044428060136
ing4,2,Guatemala,0.19863563866231895,True,T1,0.1514619302080749,0.1806789869717141,0.14625656492969474,0.1514619302080749,0.965632517219151,0.8094829807330705
ing4,3,El Salvador,0.19467223183118032,True,T1,0.14833203336831993,0.176945331989528,0.1436029515699535,0.14833203336831993,0.9681182702685417,0.8115667701166157
ing4,4,Honduras,0.2122326895597523,True,T1,0.13385982056628587,0.1557441842200154,0.130595711842002,0.13385982056628587,0.97561547064328,0.8385270531676042
ing4,5,Nicaragua,0.19308530184700895,True,T1,0.1501337000947938,0.17909454082737095,0.14527147614077005,0.1501337000947938,0.9676140403456801,0.8111440777013805
ing4,6,Costa Rica,0.1910825402957279,True,T1,0.14895263100363756,0.17768564311531515,0.14426493319826028,0.14895263100363756,0.9685289358516749,0.8119110282007119
ing4,7,PanamÃ¡,0.2005025484968337,True,T1,0.13892969084776155,0.16164291326170513,0.13578827782744007,0.13892969084776155,0.9773884689359611,0.8400509189511726
ing4,8,Colombia,0.19407063417841094,True,T1,0.15055689651393092,0.17959937197665518,0.14570548597289226,0.15055689651393092,0.9677768959551464,0.8112805984189714
ing4,9,Ecuador,0.1930091459483738,True,T1,0.1499774305828791,0.1789081268745808,0.1451787990480608,0.1499774305828791,0.9680043089405608,0.8114712371329832
ing4,10,Bolivia,0.19349409914151017,True,T1,0.14927413742820242,0.17806916823621832,0.1445645140393955,0.14927413742820242,0.9684498368575591,0.8118447200675577
ing4,11,PerÃº,0.19468252982023238,True,T1,0.14870895177228916,0.17739495807911107,0.1439343540260151,0.14870895177228916,0.9678930038214164,0.8113779308306278
ing4,12,Paraguay,0.1917227133437964,True,T1,0.14820868591298858,0.176798190768997,0.14353086211295008,0.14820868591298858,0.9684375866959323,0.8118344508428046
ing4,13,Chile,0.19270570408476423,True,T1,0.14981704745593644,0.17871680578905424,0.14510300104702936,0.14981704745593644,0.9685346461637248,0.8119158151153371
ing4,14,Uruguay,0.1934010458983354,True,T1,0.14926188925661443,0.17805455738825318,0.14459442459220004,0.14926188925661443,0.968729695921308,0.8120793239619678
ing4,15,Brasil,0.19013411214392048,True,T1,0.15011591818154438,0.17907332877713555,0.14533254993626404,0.15011591818154438,0.9681355028618917,0.81158121607901
ing4,16,16,0.19045257342745475,True,T1,0.1487510686807011,0.17744519935317773,0.14409620867266074,0.1487510686807011,0.9687070482966939,0.8120603386167642
ing4,21,RepÃºblica Dominicana,0.19594152335597897,True,T1,0.15053596967913455,0.1795744083484594,0.14562452424791522,0.15053596967913455,0.9673736088345662,0.8109425256483913
ing4,22,HaitÃ­,0.19619759679221188,True,T1,0.14987184564007183,0.17878217456115342,0.14488166667933722,0.14987184564007183,0.9667036931491529,0.8103809400180422
ing4,23,Jamaica,0.19387447436189173,True,T1,0.15044998432732884,0.1794718363936631,0.14552986269916504,0.15044998432732884,0.9672972938471083,0.8108785513285331
ing4,24,24,0.1900853482546605,True,T1,0.1491777019368112,0.17795413030643129,0.14451718721114085,0.1491777019368112,0.9687586370807316,0.8121035851333538
ing4,25,Trinidad y Tobago,0.19815547934794267,True,T1,0.15050934335269076,0.17954264579477983,0.14550697851489872,0.15050934335269076,0.9667637588048609,0.8104312926368232
ing4,26,Belice,0.1945632713984838,True,T1,0.14704950200625258,0.17541539990072236,0.14236319071203757,0.14704950200625258,0.9681310631435137,0.8115774942941673
ing4,27,Surinam,0.196198622118196,True,T1,0.15047167510530873,0.17949771132993686,0.14546852573293506,0.15047167510530873,0.966750224792326,0.8104199471688397
ing4,28,Bahamas,0.1927743551488111,True,T1,0.1491455517127254,0.17791577829341548,0.14447892288411313,0.1491455517127254,0.9687109084044234,0.8120635745180571
ing4,40,Estados Unidos,0.1941392634334079,True,T1,0.15024515719723966,0.1792274980419863,0.14549150827952256,0.15024515719723966,0.9683607178667558,0.81177001224131
ing4,41,CanadÃ¡,0.19424611534642455,True,T1,0.1501209670143618,0.1790793515314844,0.14538005748643526,0.1501209670143618,0.9684194045494458,0.8118192088766617
